,Carbon_Type,Conc_Carbon,Gly_OG,Met_Prod
0,12,0.981077465345528,0.012401654809946901,0.891941479836936
1,12,0.987426644657904,0.0800366548998941,0.958807942029123
2,12,0.9749259495537621,0.19184915033339098,0.6817519879074461
3,12,0.981674302687424,0.33045720573448306,0.0586289239482043
4,10,0.98523210686762,0.008756240362125989,0.5626062767099449
5,10,0.982956881634952,0.13223831614273002,0.9418967142187848
6,0,0.8,0.4,0.15
