,Condition,Titer,Specific Productivity,Prod_OD,OG_OD
0,Exp0,0.0,0.0,15.181250028908252,1.460624995306134
1,Exp1,0.0,0.0,12.620000072419643,2.9950000780075787
2,Exp2,0.0,0.0,20.936874762773513,4.080000004395842
3,Exp3,40.46296864111498,4.367353795906805,9.24937510550022,2.6081249552220105
4,Exp4,38.24981324041812,3.376314686579393,11.323125005364417,2.0581250047683715
5,Exp5,49.1836299651568,5.920471833845445,8.28312504723668,3.5749999309331177
6,Exp6,61.24924320557491,6.035890864585596,10.166874897330999,3.7312499681860207
7,Exp7,2.656990243902439,0.3519775075648751,7.41375013872981,2.0043750727921723
8,Exp8,9.32243693379791,0.9031125147391585,10.318750139921903,2.1674999935925006
9,Exp9,18.524146341463414,1.3184377062187949,13.920000285506248,2.546249978840351
10,Exp10,1.1819337979094078,0.1311001543126084,9.009374954402446,3.305000063627958
11,"BMGY, BMMY + Cells",55.619021602787456,5.138721556335503,10.794375181794166,2.982500006109476
