,Condition,Titer,Specific Productivity,Prod_OD,OG_OD
0,Exp0,14.606957626332871,1.4489952184297148,10.080625206828117,4.706250034868717
1,Exp1,11.812508128573636,0.9933933025659025,11.893124968409538,1.6112499839067458
2,Exp2,10.131188440735588,0.43421919423351923,23.32437494456768,4.878125057220458
3,Exp3,2.1903449389584297,0.09987688110301343,22.020624481737613,3.1056249948590993
4,Exp4,35.51324225003863,4.787196715000022,7.431874979883432,4.098749809563159
5,Exp5,4.574785071859063,0.6200301169425252,7.289374989122152,1.5924999924749135
6,Exp6,21.62340556328234,2.124380647762095,10.17499994173646,1.6281249435991048
7,Exp7,53.71286986555401,6.569602535236759,8.178125039339065,4.308750011622905
8,Exp8,45.18966631123473,5.107760193301865,8.836250004023313,3.707500031813979
9,Exp9,34.54197066913923,4.091211434403142,8.448750056922435,3.8075000016391276
10,Exp10,10.488283062895999,2.1847736477003,4.784999970942735,2.463125061839819
11,"BMGY, BMMY + Cells",41.39725360840674,4.268837267869182,9.702499952763318,3.247499975040555
