,Carbon_Type,Conc_Carbon [g/L],Gly_OG [%],Met_Prod [%]
0,Sorbitol,2.020277777777775,4.0,0.6
1,Mannose,0.0,4.4,1.7
2,Pyruvate,1.527066666666665,3.893333333333333,2.7
3,D-Arabinose,1.481842105263155,4.4,0.4
4,Rhamnose,0.0,3.306666666666666,3.2
5,Sucrose,5.475555555555555,0.21333333333333304,2.6
6,Lactose,45.5,1.2,9.6
7,Trehalose,3.466666666666665,3.8133333333333335,0.9
8,Ribose,4.499657534246575,3.8133333333333335,0.2
9,Citrate,0.0,3.2,0.4
10,Ethanol,3.666666666666665,4.293333333333333,0.2
