,0,1,2,3
0,12.0,0.99,0.17,0.99
1,17.0,0.01,0.28,0.06
2,0.0,0.48,0.42,0.0
3,8.0,1.0,0.0,0.96
4,18.0,0.0,0.22,0.0
5,11.0,0.96,0.06,0.91
6,17.0,0.01,0.33,0.0
7,8.0,0.01,0.01,0.01
8,1.0,0.04,0.57,0.15
9,10.0,1.0,0.01,0.92
10,12.0,0.01,0.02,0.2
