,Carbon_Type,Conc_Carbon [uL],Gly_OG [uL],Met_Prod [uL]
0,Lactose,990.0000000000002,63.75,297.0
1,Glycerol ,0.375,105.00000000000001,18.0
2,Sorbitol,83.15688161693937,157.5,0.0
3,Galactose,999.1119005328596,0.0,288.0
4,Ethanol,0.0,82.5,0.0
5,Sucrose,385.71428571428567,22.5,273.0
6,Glycerol ,0.375,123.75,0.0
7,Galactose,9.991119005328597,3.75,3.0
8,Mannitol,39.633027522935784,213.74999999999994,45.0
9,Rhamnose,375.0,3.75,276.0
10,Lactose,10.000000000000002,7.5,60.0
