,Carbon_Type,Conc_Carbon [uL],Gly_OG [uL],Met_Prod [uL],Glu_OG [uL],Tween_OG [uL],Glu_Prod [uL],Tween_Prod [uL],pH
0,Mannose,39.55777311442423,10.9565807964536,251.53103886647244,530.5468262955701,33.73205146246197,147.3325403798786,55.30777797731096,5.921554333576612
1,Pyruvate,103.32760078316446,356.50231099794956,71.64077984584341,139.08949878630676,25.61360531631574,274.9714269549638,47.94973220658342,6.3189955235661035
2,Fructose,126.58813860525446,362.0940808414692,153.58538458094225,367.15077289982065,39.071459179183094,131.15931947675693,26.700110175462015,5.994820114788399
3,Xylose,133.01273224017513,166.93110401663085,40.30786643334616,160.171742890161,0.5094924201390835,304.14481610279523,26.094002223276387,6.308026675022642
4,Galactose,35.29542594654872,133.16295850788208,246.4567567356857,13.548894747502338,8.198494363175362,310.4676880259621,15.255334243645189,6.127599893057164
5,Rhamnose,123.6773496317074,48.54509626018453,89.51917195415392,197.72549768081433,32.96053905605187,578.7078607293363,18.222982404856683,6.096461599548117
6,Sucrose,331.6099012504298,167.82707494530257,61.30328064835474,43.39030850284662,39.936130132330725,175.72489011334756,46.68326109022589,5.795091019886382
7,Lactose,215.85655778400897,327.0401423298699,27.03554080470341,339.6202968620917,40.55751587910757,398.2561624875198,46.010061523534524,6.056254651677752
8,Citrate,111.21339107340918,46.00271888683787,151.8492964448872,200.26430609897758,49.825871894845385,219.22030679448426,57.288930806494776,6.107447673933144
9,Glycerol ,11.705018387390728,128.48889556866476,116.03202225179359,265.71905735943807,34.89016423805695,221.74595844505848,5.182049008595524,6.213544770842006
