,0,1,2,3,4,5,6,7,8
0,4.0,0.219494925691318,0.029217548790542936,0.8384367962215749,0.8842447104926168,0.5622008577076995,0.2455542339664643,0.9217962996218493,0.9110083590117865
1,5.0,0.24275097677324764,0.9506728293278656,0.2388025994861447,0.23181583131051128,0.42689342193859575,0.4582857115916063,0.799162203443057,0.9721531574717082
2,6.0,0.7602039683707547,0.9655842155772513,0.5119512819364741,0.6119179548330345,0.6511909863197182,0.21859886579459487,0.44500183625770023,0.9222800176597536
3,7.0,0.5944402343209731,0.44514961071101566,0.13435955477782055,0.266952904816935,0.008491540335651391,0.5069080268379921,0.4349000370546065,0.9704656423111757
4,8.0,0.035326799658501204,0.35510122268768557,0.8215225224522857,0.022581491245837228,0.13664157271958935,0.5174461467099368,0.25425557072741983,0.9427076758549484
5,10.0,0.32980626568455307,0.12945359002715875,0.29839723984717975,0.3295424961346905,0.5493423176008645,0.9645131012155606,0.30371637341427804,0.9379171691612487
6,11.0,0.8253401986677364,0.4475388665208068,0.20434426882784915,0.0723171808380777,0.6656021688721787,0.29287481685557926,0.7780543515037648,0.8915524645979049
7,12.0,0.21585655778400895,0.8721070462129864,0.09011846934901135,0.5660338281034862,0.6759585979851261,0.663760270812533,0.7668343587255754,0.9317314848735003
8,15.0,0.43400347735964556,0.12267391703156764,0.5061643214829573,0.333773843498296,0.8304311982474231,0.36536717799080715,0.9548155134415796,0.9396073344512529
9,17.0,0.31213382366375275,0.34263705484977275,0.38677340750597866,0.4428650955990634,0.5815027373009491,0.36957659740843074,0.08636748347659208,0.955929964744924
