,0,1,2,3,4,5,6,7,8
0,15.0,0.9085227195700627,0.3913763975232764,0.08016179805074784,0.6274521194060063,0.6118250268267587,0.6375577456683869,0.12314986194929868,0.9680687088836746
1,0.0,0.14986058239819988,0.07053298639789181,0.23238215857667893,0.8203442935569955,0.35596551578615876,0.32314542469443075,0.5022493011186715,0.9433643016534793
2,9.0,0.3072028498310203,0.8064325590518757,0.5403473445449714,0.03981879344298546,0.2535307490248123,0.9002916848962337,0.9909932555141615,0.9597132400912859
3,18.0,0.527290507473657,0.21875035324289524,0.32798632303189906,0.4013448873161115,0.5892540313806252,0.333772119912657,0.12269816265348889,0.9793703920322074
4,11.0,0.1517713908702478,0.9701422984607094,0.0014957040974161585,0.5196950242861932,0.5299207668576921,0.7197965867874688,0.6757186734843493,0.9203036489216969
5,10.0,0.9879910073615205,0.5743389143428826,0.21746346645795986,0.045250506342700336,0.6411686848965095,0.2651995522235038,0.6238679638277305,0.9085854217558511
6,3.0,0.04789878108318536,0.14031362122930943,0.4796978064692513,0.9076860137888063,0.21630684944958298,0.5449693598637642,0.049905755984428826,0.9671650974996487
7,11.0,0.6005717772680089,0.4866751396967921,0.38305211893546626,0.0961027463426001,0.805554319497733,0.17157572019462233,0.7216352075007334,0.8944259628838576
8,18.0,0.3710111815718819,0.46548381064848304,0.4031451324695862,0.33886408475298163,0.5868346002412052,0.3763529187681054,0.2137974952009179,0.9827470629908025
9,18.0,0.31386636048941247,0.35701832858983606,0.5545217241969755,0.5078827914857122,0.5271945040672033,0.4524687460453374,0.04062786047248897,0.995976896607829
