,0,1,2,3
0,0.0,0.28943490323259796,0.03199960940211494,0.15293730172072798
1,2.0,0.2402459190531446,0.010104076267787827,0.10084353286190025
2,3.0,0.22751385877761443,0.017109040941064795,0.03871288123417507
3,8.0,0.04770231449899556,0.03500197422707347,0.05023314158467546
4,9.0,0.27314975205841585,0.03632450126898007,0.15221524044466753
5,10.0,0.2785156027119287,0.031906513802712165,0.05445538052393259
6,12.0,0.19806607678718832,0.11254383856049746,0.053553409943523186
7,13.0,0.3008625873649662,0.04749585621721045,0.2482395010651539
8,15.0,0.18638632120823712,0.023230592397589993,0.12787796057933884
9,16.0,0.04758046542823225,0.041062691023737316,0.21366430392273209
10,17.0,0.18353616969183448,0.11033342356002322,0.03720926087474526
