,Carbon_Type,Conc_Carbon [g/L],Gly_OG [%],Met_Prod [%]
0,Lactose,49.5,1.706666667,9.9
1,Glycerol ,0,2.8,0.6
2,Sorbitol,23.95472222,4.213333333,0
3,Galactose,50.04444444,0,9.6
4,Ethanol,0,2.213333333,0
5,Sucrose,48.03555556,0.613333333,9.1
6,Glycerol ,0,3.306666667,0
7,Galactose,0.500444444,0.106666667,0.1
8,Mannitol,1.993287037,5.706666667,1.5
9,Rhamnose,50,0.106666667,9.2
10,Lactose,0.5,0.213333333,2
