,Condition,Titer,Specific Productivity,Prod_OD,OG_OD
0,Exp0,44.39132961672474,5.691760843505117,7.816249967217445,3.3343750020861624
1,Exp1,50.3333756097561,5.033453505223691,10.008750014603137,3.153125007301569
2,Exp2,1.1243979094076655,0.0856866278362757,13.076250158846378,3.2556249728798865
3,Exp3,9.684536585365853,1.8745367293352215,5.175624970942735,2.3787500305473803
4,Exp4,6.03754425087108,0.8240473921856273,7.326250054538249,3.305624981075525
5,Exp5,12.107839721254354,1.1985574212071164,10.093749963343143,4.7268750114738936
6,Exp6,15.883374216027875,2.013647476234704,7.858750034719705,3.1612500051409005
7,Exp7,12.044114982578396,1.8465050140895953,6.454374917447566,2.935624957680702
8,Exp8,59.07670801393728,4.968685497305518,11.884999924004077,2.6612500163167714
9,Exp9,24.26759024390244,4.182710762984036,5.849999931305646,2.95937503375113
10,Exp10,38.70893379790941,4.566216196247554,8.477499984800815,3.551249994561076
11,"BMGY, BMMY + Cells",53.44527526132404,4.148711921415506,12.903125115334987,3.2006249731779097
