,CarbonSource,Carbon_conc,Gly,Met,SP,Titer,OD_OG,OD_Prod
0,14.0,49.28196347031964,9.653333333333334,3.233333333333333,0.8767738401797548,7.341957188167692,1.516250052154064,8.36875000655651
1,10.0,36.66666666666666,0.4266666666666661,0.833333333333333,3.908239007280384,31.01139304340903,3.608749990016222,7.915625066161155
2,11.0,46.41777777777778,1.333333333333333,6.933333333333334,3.946313903967284,28.478441468820087,3.8693749780207862,7.199374955743551
3,2.0,13.69296,7.813333333333332,2.1,3.853255291936828,39.61754011120991,2.2456249656528238,10.283125095665454
4,2.0,40.57173333333333,6.1866666666666665,4.333333333333333,3.480935788206576,32.52212254322987,2.6368750227987765,9.331875011920928
5,9.0,20.41649122807017,3.493333333333334,9.633333333333336,2.61334080392094,21.87343569599087,3.2400000343471764,8.304999951869249
6,7.0,10.05535714285714,7.359999999999999,1.033333333333333,3.609372911680346,28.501300545432837,1.8325000504404303,7.896875028163194
7,7.0,6.033214285714285,8.4,7.2,1.6685290963102062,13.972356774116491,1.9531249503046275,8.383750074207782
8,3.0,18.799999999999997,6.933333333333334,0.133333333333333,0.0153052492825462,0.2205220760951787,1.989375098273158,13.665624984204769
9,17.0,6.4,0.96,5.0,1.8765718875183648,20.5026608097886,3.1893749690055846,10.91937496945262
10,11.0,17.173333333333336,1.7599999999999998,2.3666666666666663,5.77811062887581,46.51861903308429,3.278749991804361,8.023750126957893
11,13.0,33.86666666666667,0.506666666666666,5.966666666666667,1.4642951925508365,12.77489283771051,2.8662499940395354,8.516249802559614
12,11.0,18.91555555555556,9.12,8.333333333333334,1.2575585646771876,8.806052844611363,1.6737500640004872,6.957500052303075
13,16.0,11.793333333333331,9.173333333333332,9.233333333333333,0.1837003404233101,1.2133093572916804,1.8131250484287735,6.516250033527612
14,16.0,42.29333333333333,4.293333333333333,1.666666666666666,2.8242089646919077,24.998818892413045,2.969999934211373,8.828749970197677
15,9.0,44.455263157894734,2.853333333333334,3.7666666666666657,3.809193486712306,36.999482436001216,3.266874930486083,9.68437501847744
16,3.0,2.599999999999995,2.186666666666667,3.0,3.009238974923605,24.866601197032637,3.0649999590963124,8.252500087618827
17,1.0,25.14720833333333,4.613333333333334,9.033333333333331,0.0879078069803283,0.8077581516329808,2.5849999828636645,10.050625071525571
18,3.0,23.8,4.933333333333333,4.766666666666667,3.435757929796825,32.11560256393243,2.666875018402934,9.348750018179416
19,1.0,27.0814537037037,8.026666666666667,5.500000000000001,0.0372888406715938,0.4863177312117633,1.899999982342124,11.786249928772447
20,4.0,41.33794871794872,5.786666666666668,6.1,0.005225420983823,0.0540456252571231,2.404999962672591,10.364374887794256
21,6.0,1.8015999999999948,5.546666666666666,8.166666666666668,2.594127900012555,20.16384881822887,2.063124903142452,7.6243749788403505
22,0.0,0.0,4.0,1.5,6.091764136822198,48.96288468939525,2.6968750140070914,8.04062513321638
23,1.0,0.0,4.0,1.5,6.091764136822198,48.96288468939525,2.6968750140070914,8.04062513321638
24,2.0,0.0,4.0,1.5,6.091764136822198,48.96288468939525,2.6968750140070914,8.04062513321638
25,3.0,0.0,4.0,1.5,6.091764136822198,48.96288468939525,2.6968750140070914,8.04062513321638
26,4.0,0.0,4.0,1.5,6.091764136822198,48.96288468939525,2.6968750140070914,8.04062513321638
27,5.0,0.0,4.0,1.5,6.091764136822198,48.96288468939525,2.6968750140070914,8.04062513321638
28,6.0,0.0,4.0,1.5,6.091764136822198,48.96288468939525,2.6968750140070914,8.04062513321638
29,7.0,0.0,4.0,1.5,6.091764136822198,48.96288468939525,2.6968750140070914,8.04062513321638
30,8.0,0.0,4.0,1.5,6.091764136822198,48.96288468939525,2.6968750140070914,8.04062513321638
31,9.0,0.0,4.0,1.5,6.091764136822198,48.96288468939525,2.6968750140070914,8.04062513321638
32,10.0,0.0,4.0,1.5,6.091764136822198,48.96288468939525,2.6968750140070914,8.04062513321638
33,11.0,0.0,4.0,1.5,6.091764136822198,48.96288468939525,2.6968750140070914,8.04062513321638
34,12.0,0.0,4.0,1.5,6.091764136822198,48.96288468939525,2.6968750140070914,8.04062513321638
35,13.0,0.0,4.0,1.5,6.091764136822198,48.96288468939525,2.6968750140070914,8.04062513321638
36,14.0,0.0,4.0,1.5,6.091764136822198,48.96288468939525,2.6968750140070914,8.04062513321638
37,15.0,0.0,4.0,1.5,6.091764136822198,48.96288468939525,2.6968750140070914,8.04062513321638
38,16.0,0.0,4.0,1.5,6.091764136822198,48.96288468939525,2.6968750140070914,8.04062513321638
39,17.0,0.0,4.0,1.5,6.091764136822198,48.96288468939525,2.6968750140070914,8.04062513321638
40,18.0,0.0,4.0,1.5,6.091764136822198,48.96288468939525,2.6968750140070914,8.04062513321638
41,0.0,47.13885278,1.813333333,9.4,2.5376868558812458,19.9196116942922,3.3237499153614043,7.888750076889991
42,3.0,24.932,0.053333333,9.277666667,0.112403209827683,0.7113784454500817,2.3599999925494197,6.376249898821115
43,4.0,1.292851282,4.0,1.955333333,3.925180786778097,38.96675646623227,3.1575000347942117,9.873749964535236
44,5.0,48.90489733,7.146666667,9.588666667,2.0557538672979754,10.557363343198016,1.998750024139881,5.130000036805868
45,9.0,30.67907105,0.16,9.933333333,4.18043468573084,19.63386991891497,2.3712499967217444,4.758124981671571
46,10.0,41.82133333,0.213333333,8.044333333,4.042667112274049,24.96591376587528,2.808124988004565,6.169999853372573
47,11.0,42.47662222,1.226666667,7.966666667,3.6754692756113703,23.446743991612813,3.340000004172325,6.348124888390302
