,Condition,Titer,Specific Productivity,Prod_OD,OG_OD
0,Exp0,7.341957188167692,0.8767738401797548,8.36875000655651,1.516250052154064
1,Exp1,31.01139304340903,3.9082390072803843,7.915625066161155,3.608749990016222
2,Exp2,28.478441468820087,3.9463139039672837,7.199374955743551,3.8693749780207867
3,Exp3,39.617540111209905,3.8532552919368275,10.283125095665454,2.2456249656528233
4,Exp4,32.52212254322987,3.480935788206576,9.331875011920928,2.6368750227987765
5,Exp5,21.87343569599087,2.6133408039209396,8.304999951869249,3.2400000343471764
6,Exp6,28.501300545432834,3.609372911680346,7.896875028163194,1.8325000504404305
7,Exp7,13.972356774116491,1.6685290963102062,8.383750074207782,1.9531249503046273
8,Exp8,0.2205220760951787,0.015305249282546207,13.665624984204769,1.989375098273158
9,Exp9,20.5026608097886,1.8765718875183648,10.919374969452619,3.1893749690055846
10,Exp10,46.51861903308429,5.77811062887581,8.023750126957893,3.278749991804361
11,Exp11,12.77489283771051,1.4642951925508363,8.516249802559614,2.8662499940395354
12,Exp12,8.806052844611363,1.2575585646771876,6.957500052303075,1.6737500640004872
13,Exp13,1.2133093572916804,0.18370034042331015,6.516250033527612,1.8131250484287738
14,Exp14,24.998818892413045,2.8242089646919073,8.828749970197677,2.969999934211373
15,Exp15,36.999482436001216,3.809193486712306,9.68437501847744,3.266874930486083
16,Exp16,24.866601197032633,3.009238974923605,8.252500087618827,3.0649999590963124
17,Exp17,0.8077581516329808,0.08790780698032839,10.050625071525573,2.5849999828636645
18,Exp18,32.11560256393243,3.4357579297968255,9.348750018179416,2.666875018402934
19,Exp19,0.4863177312117633,0.037288840671593895,11.786249928772449,1.8999999823421239
20,Exp20,0.05404562525712315,0.005225420983823076,10.364374887794256,2.404999962672591
21,Exp21,20.16384881822887,2.594127900012555,7.6243749788403505,2.063124903142452
22,Exp22,15.74228630578743,1.9613774436837745,7.843125235885381,2.575624963864684
23,"BMGY, BMMY + Cells",48.96288468939525,6.091764136822198,8.04062513321638,2.6968750140070914
