,Condition,Titer,Specific Productivity,Prod_OD,OG_OD
0,Exp0,62.58308466898954,9.423269640526799,6.667812491431832,2.4500000259280204
1,Exp1,52.12922857142857,4.9904793796640945,10.511562597602605,3.2068750324100255
2,Exp2,104.39762543554008,7.524184844977679,13.849687386900186,6.075624978765845
3,Exp3,122.24268188153309,9.048674970807093,13.500000160783529,5.096250024288892
4,Exp4,98.60136655052264,11.802449475748652,8.347500019371509,2.5768749617412685
5,Exp5,125.30842508710802,12.212278852659415,10.286250101998448,4.047500059604644
6,Exp6,66.54688013937283,6.199893822198856,10.789999828338622,3.7984374879300593
7,Exp7,114.6802780487805,10.07484067461959,11.40656252078712,4.992187532261013
8,Exp8,130.15129616724738,9.5474081643854,13.690937586724758,6.765000006780028
9,Exp9,69.37406794425087,9.00324082157492,7.801874910145997,3.9544791262348493
10,Exp10,67.69474599303135,7.413182811558237,9.150000053122639,3.527812470346689
11,"BMGY, BMMY + Cells",28.43090209059234,2.6557986935926916,10.747499791880447,4.014687493108212
