,0,1,2,3
0,0.0,0.8137227377522389,0.40187057842504603,0.5339094546109373
1,0.0,0.8366989488284874,0.1709694123223353,0.32588692490020926
2,3.0,0.8183868608028623,0.6749205612086363,0.117666590154782
3,7.0,0.5980540899851121,0.012696162933560776,0.019269022154724088
4,9.0,0.8096749652515544,0.14328494494687213,0.4647766470782539
5,11.0,0.2377779781298795,0.5859590855697603,0.39646054839562817
6,13.0,0.26799925723553714,0.3901861739101389,0.2115331933349252
7,13.0,0.5194204197809454,0.7608775119867421,0.051117310733448475
8,14.0,0.5960815719051105,0.19270248225955652,0.9766905280099075
9,15.0,0.4502941039820148,0.6821291985505024,0.21999221673235322
10,18.0,0.3600646668986427,0.2868924193858724,0.21575934307423025
