,Condition,Titer,Specific Productivity,Prod_OD,OG_OD
0,Exp0,11.393026162111655,1.1628503381580388,9.797499977648258,4.670624944046139
1,Exp1,5.047474889044616,0.32727993666442706,15.422500201165676,2.491249979138374
2,Exp2,11.589665381920112,1.1800851634863418,9.821041515072187,2.3735416866590575
3,Exp3,6.415877131511329,0.25956164402211196,24.718124881982803,3.782499950975179
4,Exp4,1.504837654753562,0.19627783753583233,7.666875046342611,2.098125029951334
5,Exp5,68.18937222611538,11.532679846317928,5.912708332737287,3.274583347737789
6,Exp6,20.662937981779958,2.07459216110335,9.960000027567148,5.143125072717666
7,Exp7,32.4093547068442,3.2356774791108753,10.016250048428773,2.3731250284612178
8,Exp8,29.425396519504787,3.4415668438467004,8.550000001341104,4.768750068396329
9,Exp9,55.2627300864284,5.439914446807027,10.158749852925538,4.165625010281801
10,Exp10,0.0,0.0,6.738750074654817,3.325625040233135
11,"BMGY, BMMY + Cells",50.53212800747488,5.093215784221345,9.921458298315605,4.612708461135625
