,0,1,2,3
0,0.0,0.07630786061124405,0.14082601325856087,0.06685820932837634
1,1.0,0.013504398553640693,0.1270087443623604,0.04606625419177801
2,2.0,0.040462547497289565,0.06522960231413379,0.014905307588914948
3,5.0,0.04123831842969045,0.024425167939300062,0.17903640838311227
4,7.0,0.5942076932593447,0.012405655170385896,0.018190949436301965
5,9.0,0.12553840368191693,0.10726072110062886,0.021642218698646336
6,10.0,0.09323840356785697,0.046643458278895315,0.004351637296172361
7,12.0,0.08484989363835932,0.021390537109606082,0.028663026631048867
8,16.0,0.07279711807769643,0.03623730740121882,0.05951970267473119
9,17.0,0.013285534571294928,0.015706536938802296,0.001550341084252583
10,18.0,0.24279821573497679,0.002540462804858326,0.003496753556362778
