,0,1,2,3
0,12.0,0.23,0.0,0.98
1,17.0,0.01,0.41,0.59
2,0.0,0.01,0.03,0.46
3,8.0,0.98,0.94,0.02
4,18.0,0.0,0.59,0.54
5,11.0,0.03,0.86,0.01
6,17.0,0.0,0.07,0.94
7,8.0,0.01,0.01,0.01
8,1.0,0.0,0.98,0.09
9,10.0,0.03,0.0,0.8
10,12.0,0.01,0.03,0.5
