,Condition,Titer,Specific Productivity,Prod_OD,OG_OD
0,Exp0,25.892008530366255,2.209084457789484,11.724375092089176,1.2768750047683715
1,Exp1,31.13736091794158,2.621368960388072,11.879374921917915,4.891875103712081
2,Exp2,48.315674517076175,4.5020162219187245,10.728749815970659,5.167500019669532
3,Exp3,50.39262883634677,4.00791344510318,12.645624854266643,1.5887500221282242
4,Exp4,26.608506366867562,2.316947383056604,11.509999722838401,1.8243750060349702
5,Exp5,20.737071132746095,1.8514021679707997,11.199374680072069,3.5949999900907277
6,Exp6,41.021277360531606,3.1823806557216785,12.935624920427799,1.8412500122934579
7,Exp7,13.585472987173546,1.3698149071946322,9.940624885857105,0.7249999992921947
8,Exp8,1.8850772214495441,0.06520812370418763,28.89249967098236,2.1943750294297932
9,Exp9,36.60035821356823,1.959297787261911,18.69749994635582,5.307500154376029
10,Exp10,48.32386063977747,4.133351740735282,11.65687488079071,5.19874998986721
11,Exp11,0.8287855354659248,0.051215013555270555,16.228124775588512,5.291874889880418
12,Exp12,18.95547615515376,2.2757032208053944,8.328750074505805,1.5106250500679015
13,Exp13,12.318989120692319,1.3893523108573476,8.859999940395355,2.1281250255554913
14,Exp14,20.26013050533148,1.594566488315857,12.760625124573707,2.9843750378489493
15,Exp15,26.787379369494666,1.935310443215629,13.901875071823596,4.249374984428286
16,Exp16,55.23001650440427,4.042832851801282,13.619374760091304,3.0087499382346863
17,Exp17,0.7909836346777932,0.0445625063253722,17.742500171661376,2.703749990686774
18,Exp18,42.17340343069077,3.5045560046659654,11.886874862611293,2.196249968037009
19,Exp19,1.7883491886879925,0.0878260576627767,20.38875007688999,1.2287500050291418
20,Exp20,1.5567122701282647,0.07180006083909622,21.676249892115592,2.3881249564141034
21,Exp21,30.387318266110338,3.1268831902845466,9.53249996215105,2.4337499836832284
22,Exp22,11.39855747179725,1.0992310587740521,10.653125212192535,2.6100000335276126
23,"BMGY, BMMY + Cells",39.63128239839283,3.550020519720693,11.161875162869691,2.7275000201910733
