,Condition,Titer,Specific Productivity,Prod_OD,OG_OD
0,Exp0,21.099073693150903,1.9547975380579907,10.800624821931123,2.2293750631064175
1,Exp1,1.514876647246958,0.11302325662002359,13.209375084042549,2.0912499601393937
2,Exp2,11.330876010245115,1.3677501099669054,8.284999892711639,1.599375015720725
3,Exp3,0.31633113479224445,0.009241004363794637,31.407500148415565,3.6337499941140408
4,Exp4,42.5916088277839,4.184494810895753,10.164374948143958,3.546249956488609
5,Exp5,21.668745769909627,2.632210595034593,8.230000079274177,2.4231249900907277
6,Exp6,50.41082637718472,5.839730156378389,8.656875040978193,3.5262500370293854
7,Exp7,5.803650816822158,0.46091551248832696,12.813749999403953,2.8025000324845313
8,Exp8,22.27338659376535,3.4474727581806945,6.470625099390745,2.5318749683350323
9,Exp9,50.08929969609704,4.775918880440322,10.494999770671129,3.441874959170818
10,Exp10,0.506668613061192,0.03290857326063994,13.476249851882457,3.0199999889731406
11,"BMGY, BMMY + Cells",39.80612583440606,5.049362337274546,7.860625066459178,2.323749984279275
