,Carbon_Type,Conc_Carbon [g/L],Gly_OG [%],Met_Prod [%]
0,Sorbitol,3.751944444,1.413333333,0.666666667
1,Mannitol,0.656018519,1.28,0.466666667
2,Xylitol,2.028586667,0.64,0.133333333
3,Pyruvate,2.1144,0.24,1.8
4,Xylose,29.71916667,0.133333333,0.166666667
5,D-Arabinose,6.256666667,1.066666667,0.2
6,Rhamnose,4.666666667,0.453333333,0.033333333
7,Lactose,4.25,0.213333333,0.3
8,Succinate,3.66,0.373333333,0.6
9,Glycerol ,0.266666667,0.16,0
10,Ethanol,12,0.026666667,0.033333333
