,Carbon_Type,Conc_Carbon,Gly_OG,Met_Prod
0,8,0.5799999999909334,0.3,0.15
1,8,0.7200000000163557,0.03,0.37
2,7,0.31999999998952383,0.04,0.14
3,8,0.9200000000097778,0.48,0.42
4,7,0.7999999999738097,0.01,0.06
5,8,0.4199999999761778,0.0,0.21
6,9,0.21000000000547367,0.03,0.42
7,8,0.1600000000147556,0.11,0.27
8,8,0.2099999999880889,0.02,0.11
9,8,0.0799999999973689,0.02,0.04
10,9,0.5611571403508772,0.04565333333333334,0.1331
