,0,1,2,3
0,0.0,0.027026657986308954,0.05540033114460576,0.12262192122993584
1,2.0,0.2260709438312412,0.5220466352660268,0.22185883387212166
2,3.0,0.026070128321976062,0.3665712528518455,0.9389709538769277
3,4.0,0.0159591618374444,0.0799681818732312,0.9515691355982736
4,5.0,0.29647284722733414,0.9476216515881519,0.9637320738537384
5,7.0,0.9931366063879411,0.04212708290856968,0.6519558416752611
6,9.0,0.19487384276636593,0.8080788018191596,0.03801741049661018
7,10.0,0.00023985330446546217,0.022010259704056897,0.8071319562916452
8,12.0,0.04319948909586259,0.06364263347111171,0.49312302740669384
9,15.0,0.9727866704609041,0.0921643061343621,0.17801498777348818
10,17.0,0.08269483833432277,0.05482749447279449,0.021967463281456656
