,0,1,2,3,4,5,6,7,8
0,7.0,0.009859894380815354,0.13533114039751787,0.9621111861950531,0.06773598555452286,0.294957416596978,0.5686634644254492,0.19673715223925553,0.9373383496293586
1,16.0,0.31130823959771103,0.35242022922207367,0.5947711318000007,0.41057939331694093,0.43093776126760425,0.29309914629924216,0.039325060101026627,0.9761197143227827
2,9.0,0.02032275190176613,0.30994821453517174,0.7982715705761757,0.22441375504559674,0.18577936431237344,0.4613389065597958,0.2926580546244173,0.9221029043462932
3,13.0,0.05527138917307936,0.020273662981734067,0.468828553893571,0.18218216915082325,0.616287608692321,0.31178300105507745,0.820112350623368,0.9191228549826483
4,8.0,0.17747242081852033,0.16399242532764388,0.5666408558581005,0.023933279442474927,0.2179248738597708,0.5819021459208099,0.23452653939709903,0.8962053033393643
5,6.0,0.13244114855132036,0.9935510671777188,0.21336018946906216,0.26287833663236254,0.3829389415628868,0.41571526130449715,0.9831350110718416,0.9856135982006973
6,11.0,0.8467374311275652,0.18429836069205738,0.7779736090491863,0.7273719274276245,0.6439655091455762,0.46812301657901056,0.07588308237347356,0.9996411990615954
7,14.0,0.6759490349731495,0.22644859183918412,0.4776481001450554,0.3898329777264437,0.8377176112315282,0.45695336566915296,0.7259180560242774,0.9162400466469924
8,10.0,0.7514487970176964,0.19384763552838577,0.33253088765737726,0.5324948709873154,0.6825368109949714,0.3970641395137847,0.37037426583664623,0.9874432038930828
9,8.0,0.48708341563126484,0.4197822958326825,0.8239793563585435,0.08188180169065337,0.16820244776840257,0.5936672727604355,0.2627393133264968,0.9234394366690769
10,11.0,0.9631327815429963,0.7842755595238563,0.8821838582719268,0.0546956879207345,0.5882854928666424,0.9835998427135603,0.45358176408854456,0.8898146271850808
