,Carbon_Type,Conc_Carbon,Gly_OG,Met_Prod,Glu_OG,Tween_OG,Glu_Prod,Tween_Prod,pH
0,7,0.008938095238095238,0.136,0.9633333333333334,0.06833333333333333,0.3,0.5683333333333334,0.2,0.9230769230769231
1,16,0.3117777777777778,0.35200000000000004,0.5933333333333334,0.41,0.43333333333333335,0.29333333333333333,0.03333333333333333,1.0
2,9,0.019757894736842103,0.30933333333333335,0.7966666666666666,0.225,0.18333333333333332,0.46166666666666667,0.3,0.9230769230769231
3,13,0.056,0.021333333333333336,0.47,0.18166666666666667,0.6166666666666667,0.31166666666666665,0.8166666666666667,0.9230769230769231
4,8,0.17715733333333333,0.16266666666666668,0.5666666666666667,0.023333333333333334,0.21666666666666667,0.5816666666666667,0.23333333333333334,0.8846153846153846
5,6,0.1321173333333333,0.9946666666666668,0.21333333333333335,0.2633333333333333,0.38333333333333336,0.415,0.9833333333333333,1.0
6,11,0.8462222222222223,0.184,0.7766666666666666,0.7266666666666667,0.65,0.4683333333333333,0.08333333333333333,1.0
7,14,0.6770913242009132,0.22666666666666666,0.4766666666666667,0.39,0.8333333333333334,0.45666666666666667,0.7333333333333333,0.9230769230769231
8,10,0.752,0.19466666666666668,0.3333333333333333,0.5316666666666666,0.6833333333333333,0.39666666666666667,0.36666666666666664,1.0
9,8,0.4874328888888889,0.4186666666666667,0.8233333333333334,0.08166666666666667,0.16666666666666666,0.5933333333333334,0.26666666666666666,0.9230769230769231
10,11,0.9632000000000002,0.784,0.8833333333333333,0.055,0.5833333333333334,0.9833333333333333,0.45,0.8846153846153846
