,0,1,2,3
0,1.0,0.02068381931571642,0.25912444704420806,0.49532357604075805
1,2.0,0.32133866359762553,0.09901894380749665,0.004617331890317055
2,4.0,0.00892726980948697,0.036769989887823186,0.3904346928412197
3,5.0,0.9608631270043917,0.317840701878452,0.9619373318749038
4,6.0,0.045261789863736336,0.05977023888015089,0.6790591465420825
5,8.0,0.022095132194286254,0.2206750992363465,0.46768387352541196
6,10.0,0.9946888569691972,0.28231992898540514,0.19095397193764985
7,13.0,0.0031538522875096064,0.08093589926521814,0.19414013558899407
8,15.0,0.015104390403343727,0.9343981971200054,0.3666094238048029
9,17.0,0.016303165426157402,0.21846281213494143,0.07294751704523995
10,18.0,0.00868476166915758,0.045322473660843424,0.12064347526747282
