,Condition,Titer,Specific Productivity,Prod_OD,OG_OD
0,Exp0,37.253163963963964,7.320347102810992,5.075625047683715,2.9137499599158763
1,Exp1,52.84903063063062,5.30695783604882,9.967499968260526,3.701249972581863
2,Exp2,49.22151231231231,8.36643053173283,5.865625009536743,2.452500068247318
3,Exp3,78.66497957957958,8.294714004714226,9.486875028014182,2.348749988377094
4,Exp4,83.0721129129129,10.07703938996675,8.245000053793191,3.827500107362866
5,Exp5,30.871204804804805,2.229433373579779,13.839375038295984,1.4437499890476464
6,Exp6,68.24303783783783,9.755601356872528,7.003749997019767,3.168124981820583
7,Exp7,82.51000720720721,11.57483942647033,7.127499949783086,2.207500018775463
8,Exp8,103.74058498498499,10.490687600716758,9.907500163316726,3.130000034943223
9,Exp9,64.04711831831831,7.829217174647489,8.19562496304512,3.0131250588595866
10,Exp10,1.2829735735735737,0.42320328338105695,2.6893749801814555,2.3250000520050524
11,"BMGY, BMMY + Cells",32.095951951951946,2.8988786920067167,11.13250013127923,3.1918749647587537
