,0,1,2,3
0,0.0,0.1824743926883169,0.685289474590437,0.6827310746037817
1,1.0,0.42812840141178893,0.7306722008797172,0.6656956901968233
2,2.0,0.7363478915755801,0.9543452105347638,0.6381759121794606
3,3.0,0.36616156790450416,0.18211004988998042,0.3457145675283825
4,6.0,0.029763872645481207,0.04628394456561556,0.43648904836357033
5,10.0,0.697528921253541,0.5056833835990509,0.3918052175458037
6,12.0,0.4276665257379005,0.162466260654235,0.6189974627128954
7,13.0,0.7263793322128913,0.3093911258340897,0.3107005381187914
8,14.0,0.23624517924365054,0.3067605253054096,0.8603438516441768
9,16.0,0.4842684014392572,0.1926946323405897,0.343611670311232
10,18.0,0.3382172451199708,0.1774441971135458,0.29094413205163744
