,IL-7,IL-4,IL-3,IL-21,IL-2,IL-15,BAFF,IL-12
0,3.266666666666666,16.133333333333333,2.0,52.166666666666664,4.8999999999999995,2.4499999999999997,1.8333333333333333,6.833333333333333
1,1.4,10.266666666666666,13.999999999999998,114.76666666666667,7.7,1.75,0.16666666666666666,34.166666666666664
2,2.333333333333333,1.4666666666666668,10.0,10.433333333333334,2.1,0.35,1.5,20.5
3,4.199999999999999,4.4,6.0,73.03333333333333,0.7,3.1500000000000004,1.1666666666666665,61.5
4,5.133333333333333,13.200000000000001,18.0,31.3,3.5,3.85,0.5,75.16666666666666
5,0.4666666666666666,7.333333333333333,22.0,93.9,6.300000000000001,1.05,0.8333333333333333,47.83333333333333
