,0,1,2,3
0,1.0,0.2039881280588458,0.9970015313330194,0.29720058758240303
1,3.0,0.3125934145855211,0.40710721017228346,0.5218527599492411
2,4.0,0.9773919992236794,0.057158357802445776,0.07525890303608757
3,5.0,0.45949195954769967,0.5695105916606169,0.2613764171281151
4,9.0,0.13961589528227913,0.7309227406176463,0.17848201626250815
5,10.0,0.9958536103776551,0.19059118761595942,0.6988937308146346
6,12.0,0.9667572346073162,0.175872926968826,0.6910935749556116
7,13.0,0.8553337043901548,0.6482902727988221,0.7183655581753209
8,16.0,0.7433262645890836,0.6696123205999076,0.2660244099469712
9,17.0,0.42783850680951596,0.5981244160095283,0.14182926648974442
10,18.0,0.36058010823223535,0.3736914007172391,0.404765887790634
