,Condition,Titer,Specific Productivity,Prod_OD,OG_OD
0,Exp0,40.50523520949542,5.370755314486613,7.542499896734952,2.8787499728053807
1,Exp1,37.37660724145211,4.474629685050996,8.359375034123659,2.5581249935925006
2,Exp2,41.050498860251736,5.1854313336260365,7.916874994188547,2.708124971613288
3,Exp3,32.731123184314285,3.8870200190001745,8.426249955445527,2.4462500090152024
4,Exp4,34.53074597606596,4.170294163130043,8.300000053495168,2.5937500378489493
5,Exp5,26.313076150895803,4.371693972749252,6.045625076293945,2.876875034198165
6,Exp6,24.253411322139236,3.491492452408078,6.955000009983777,2.66874995701015
7,Exp7,42.53329305791314,5.191896693664914,8.190624878406524,2.789374996572733
8,Exp8,41.16362562695082,5.472239863453491,7.524375055581331,3.298749911263585
9,Exp9,35.06321061307165,3.539909005782457,9.897499900907277,2.8493750343471764
10,Exp10,38.058129616627696,4.394864559000956,8.65749995842576,2.6499999655783175
11,"BMGY, BMMY + Cells",41.30521820365675,4.633995353108972,8.91000004172325,2.4900000511109828
