,Condition,Titer,Specific Productivity,Prod_OD,OG_OD
0,Exp0,99.4238425601495,9.068932706479487,10.96312496498227,4.175625086426734
1,Exp1,42.27577026395702,5.437835292452189,7.774374910295009,2.878125008791685
2,Exp2,18.033860663396403,1.155091150596987,15.612500064671039,3.847499933689832
3,Exp3,77.36483356692361,9.068405240758475,8.531250149607658,6.209999878555536
4,Exp4,78.16287082457369,9.36292516848409,8.348125123083591,4.3949999815225596
5,Exp5,52.893489254847,6.3674353293594494,8.306874984809303,4.501875067725777
6,Exp6,57.90249766409717,6.046468853346372,9.576250050812959,5.838750020265579
7,Exp7,10.888243401074515,0.6576019021915859,16.557499856352806,5.2362499727308744
8,Exp8,40.19197792571829,5.848764409508297,6.871874999850988,3.598749960437417
9,Exp9,48.07834910067741,5.636796305264288,8.52937493160367,4.895624887794256
10,Exp10,56.03901892081289,6.08499697306192,9.209374987185,5.492500026375055
11,"BMGY, BMMY + Cells",45.83576208829712,5.044172150264566,9.08687505558133,4.146875018849968
