,0,1,2,3
0,0.0,1.0462074865462246e-05,0.20073038731554657,0.0696968775525819
1,1.0,0.022366262132399076,0.42254100241675213,0.12312009013792541
2,2.0,0.019908175153024846,0.40301822306359447,0.08302383287754315
3,3.0,0.0213855295564585,0.47735780338729117,0.4228554291125045
4,4.0,0.020728167573925465,0.35449081749673383,0.48217663764917124
5,5.0,0.008214241605041212,0.284523666541115,0.009014479872495648
6,7.0,0.6202822203653259,0.3344648449872719,0.01844111424726345
7,10.0,0.016468739314476757,0.2663015117521949,0.09886397719447694
8,11.0,0.07279711807769643,0.03623730740121882,0.05951970267473119
9,13.0,0.04119640952592506,0.2854489537311669,0.1164315628140463
10,18.0,0.005963633294096621,0.3480922537206055,0.1447168193075242
