,Carbon_Type,Conc_Carbon [uL],Gly_OG [uL],Met_Prod [uL]
0,Sorbitol,0,75.27389524,20.90906327
1,Mannitol,0,158.4528759,36.93602704
2,Xylitol,0,151.1318336,24.90714986
3,Glucose,0,179.0091763,126.8566287
4,Mannose,0,132.9340566,144.6529913
5,Pyruvate,0,106.696375,2.704343962
6,Xylose,138.7951692,125.4243169,5.532334274
7,Rhamnose,0,99.86306691,29.65919316
8,Sucrose,29.24884208,13.58899028,17.8559108
9,Trehalose,15.44865357,107.0433576,34.92946884
10,Ethanol,0,130.5345951,43.41504579
