,0,1,2,3
0,0,0.04,0.4,0.06
1,4,0.01,0.44,0.17
2,5,0.03,0.39,0.27
3,9,0.03,0.44,0.04
4,10,0,0.33,0.32
5,11,0.11,0.02,0.26
6,12,0.91,0.12,0.96
7,13,0.07,0.38,0.09
8,14,0.09,0.38,0.02
9,15,0.01,0.32,0.04
10,18,0.07,0.43,0.02
