,Carbon_Type,Conc_Carbon [uL],Gly_OG [uL],Met_Prod [uL]
0,Sorbitol,6.929740134744948,150.0,18.0
1,Mannose,1.802218114602588,165.0,51.0
2,Pyruvate,12.76958002270148,146.25,81.0
3,D-Arabinose,9.110282365476824,165.0,12.0
4,Rhamnose,0.0,123.75,96.0
5,Sucrose,44.19642857142857,7.5,78.0
6,Lactose,910.0000000000001,45.0,288.0
7,Trehalose,26.25,142.5,27.0
8,Ribose,21.001598295151837,142.5,6.0
9,Citrate,2.5625,120.0,12.0
10,Ethanol,10.500000000000002,161.25,6.0
