,Carbon_Type,Conc_Carbon,Gly_OG,Met_Prod
0,0,0.04040555555555555,0.4,0.06
1,4,0.0,0.44,0.17
2,5,0.03054133333333333,0.38933333333333336,0.27
3,9,0.029636842105263156,0.44,0.04
4,10,0.0,0.33066666666666666,0.32
5,11,0.10951111111111113,0.021333333333333336,0.26
6,12,0.9099999999999999,0.12,0.96
7,13,0.06933333333333333,0.38133333333333336,0.09
8,14,0.08999315068493151,0.38133333333333336,0.02
9,15,0.0,0.32,0.04
10,18,0.07333333333333333,0.42933333333333334,0.02
