,Condition,Titer,Specific Productivity,Prod_OD,OG_OD
0,Exp0,21.447912891986064,2.1513200961306627,9.990000162869691,2.426874960437417
1,Exp1,29.696470383275262,2.9746553671585803,9.968125165104865,1.5475000223517417
2,Exp2,42.909441114982585,4.02230047415503,10.702500023543834,3.541249964982271
3,Exp3,34.27324808362369,3.3844262086004258,10.169999857097864,2.206249997615814
4,Exp4,36.65191777003484,3.7008625398691413,9.89187508508563,4.372500066310167
5,Exp5,46.153957491289205,5.697010633853987,8.100625031292438,4.345624937340617
6,Exp6,38.761892682926835,4.497633199256086,8.619375058114528,3.002500018700957
7,Exp7,53.26075818815331,5.201406973330233,10.24249996677041,3.8987499630451197
8,Exp8,52.73063832752614,5.102371087851806,10.369374972432851,3.8618749441951508
9,Exp9,0.0,0.0,10.814374868422746,2.7756249966472386
10,Exp10,0.0,0.0,16.573125213980674,1.6606250280886887
11,"BMGY, BMMY + Cells",41.305876655052266,3.6809670823230767,11.234999817460775,2.6662499612569808
