,Carbon_Type,Conc_Carbon,Gly_OG,Met_Prod,Glu_OG,Tween_OG,Glu_Prod,Tween_Prod,pH
0,14,0.21426940639269407,0.0,0.44666666666666666,0.23833333333333334,0.9333333333333333,0.6716666666666666,0.9166666666666666,0.9230769230769231
1,14,0.3428310502283105,0.03200000000000001,0.09333333333333334,0.3016666666666667,0.7166666666666667,0.405,0.8,0.8846153846153846
2,14,0.1157054794520548,0.16266666666666668,0.39666666666666667,0.12166666666666667,0.8333333333333334,0.2833333333333333,0.9166666666666666,0.9230769230769231
3,14,0.5013904109589041,0.06666666666666667,0.4666666666666667,0.4066666666666667,0.9666666666666667,0.5116666666666667,0.6833333333333333,1.0
4,14,0.19284246575342467,0.03200000000000001,0.61,0.43833333333333335,0.75,0.6,0.5833333333333334,0.8846153846153846
5,14,0.5099611872146119,0.056,0.62,0.28833333333333333,0.8333333333333334,0.4,0.9333333333333333,0.8846153846153846
6,13,0.010666666666666666,0.02666666666666667,0.49333333333333335,0.19,0.8166666666666667,0.17,0.85,0.8846153846153846
7,14,0.6770913242009132,0.22666666666666666,0.4766666666666667,0.39,0.8333333333333334,0.45666666666666667,0.7333333333333333,0.9230769230769231
8,13,0.18133333333333335,0.14666666666666667,0.7666666666666667,0.13666666666666666,0.7166666666666667,0.43833333333333335,0.9166666666666666,0.9230769230769231
9,11,0.7392000000000001,0.536,0.6,0.9,0.03333333333333333,0.29833333333333334,0.08333333333333333,0.8846153846153846
10,14,0.10284931506849315,0.013333333333333334,0.5766666666666667,0.17166666666666666,0.7666666666666667,0.395,0.5166666666666667,0.9230769230769231
