,Condition,Titer,Specific Productivity,Prod_OD,OG_OD
0,Exp0,0.3721885845086022,0.1059585940326925,3.536249973475933,0.49687502592802035
1,Exp1,78.21003248910876,8.881227409409169,8.782500118613243,1.2550000070035456
2,Exp2,0.45786900982057155,0.3022580670355924,4.956874993294477,1.2093750263005494
3,Exp3,72.67438012257254,7.322896614803158,9.91937499180436,2.5024999833106993
4,Exp4,100.8374724950159,11.309768595781556,8.918125179260969,3.3637499871104954
5,Exp5,2.5778963302074875,0.1556275572213391,21.97500010639429,3.2399999877810477
6,Exp6,50.452305249944615,4.801898865156064,10.476875022649764,2.223125003874302
7,Exp7,22.63610573728125,4.088035593457779,5.3306249404698605,1.0656250143796204
8,Exp8,95.09627261315808,8.45392364641285,11.252499834299087,3.2487499962002038
9,Exp9,124.6772029830909,10.181962536703669,12.248749934732913,2.3393749693781136
10,Exp10,82.2675478106771,7.071525522125231,11.618125249296426,3.069374940022826
11,"BMGY, BMMY + Cells",47.84284132023924,4.904277421145796,9.756250117570161,2.60562500603497
