,Condition,Titer,Specific Productivity,Prod_OD,OG_OD
0,Exp0,21.91549929922915,2.379210123946679,9.211250018924474,2.508124985396862
1,Exp1,42.283053608969865,4.75090486854399,8.900000058710575,5.208124962300062
2,Exp2,11.346776454099508,1.4046299794423482,8.07812492981553,6.214999994238218
3,Exp3,52.912988203690716,4.426013236465354,11.954999991357326,3.0268749656528233
4,Exp4,43.12362298528381,4.2107773186188,10.241249945610761,3.8618749907612795
5,Exp5,33.553844896052325,3.462059191841507,9.691874990214904,5.094374992549419
6,Exp6,68.76143716421396,7.487803748502951,9.183124915361404,3.146250030621886
7,Exp7,12.071472202756365,1.531426862927655,7.882499971091747,3.231875036507845
8,Exp8,4.94755839757066,0.22632282329711706,21.860625126063823,3.426874984651804
9,Exp9,12.534454566690027,1.0366013948082822,12.091875073164701,6.129375097006559
10,Exp10,31.685137234291048,3.4593121238949007,9.15937507212162,5.508124918341636
11,Exp11,5.998504438215369,0.500422707054555,11.986875003178913,5.2268751244743665
12,Exp12,10.525919177762205,1.6363652012113779,6.432500012814998,2.2812499633431433
13,Exp13,13.989456902592853,1.9294139128216792,7.250625078231096,2.425000021830201
14,Exp14,53.61297302032235,4.776211303651023,11.225000238021213,4.333541678860783
15,Exp15,113.65102721326792,9.039202890152684,12.573124930858611,5.60624990299344
16,Exp16,31.889160826909595,3.12772983507434,10.195625104606151,5.793750096708536
17,Exp17,17.32584442887176,1.21150925635845,14.301041727860767,3.944999985372026
18,Exp18,37.04152417659425,3.617777937013855,10.238750089555978,3.8499999760091304
19,Exp19,7.3774322588180326,0.3847798571794137,19.173124895095825,2.5849999828636645
20,Exp20,3.038931324456902,0.16504718697955595,18.41249996483326,3.4500000501424073
21,Exp21,9.783414505956552,1.2357672077856674,7.916874994188547,3.6400000999122857
22,Exp22,22.46627014716188,2.4363584021188807,9.221250095069408,4.471249921843409
23,"BMGY, BMMY + Cells",51.84808047185237,5.715517572961312,9.07145850047469,4.105416620125372
