,0,1,2,3
0,0.0,0.9416771490858373,0.09511373665410888,0.7306698310065779
1,1.0,0.989584835818079,0.932572959702662,0.7735720973566172
2,3.0,0.5816604883077109,0.06784746254608749,0.35748947886370513
3,4.0,0.8394852525102927,0.006243789812807793,0.1858938758975092
4,5.0,0.9982500162821223,0.21354952217834372,0.502150811354101
5,7.0,0.5889251651903358,0.9980125190549898,0.8201753218999646
6,8.0,0.019822350607003568,0.9846055232082237,0.1816119215833849
7,10.0,0.9758180186469465,0.07294104124952804,0.6825708571833982
8,12.0,0.9404980324838864,0.3204767252510636,0.19256481469000594
9,14.0,0.0011382293193034916,0.026767668871692744,0.26623132923090426
10,15.0,0.9496453499871194,0.7234339423381371,0.8792887844342983
